situation,n_requests,LT,KL,Gini,is_sink_LT,is_sink_KL,is_sink_Gini
0,22277,0.0357768101629483,0.0376155527917488,0.9536868198607888,False,False,False
1,8685,0.0178583765112262,0.0474930085199721,0.9657156092571955,False,False,False
2,21016,0.0161710125618576,0.0215855731785276,0.965254110079198,False,False,False
3,7583,0.0124752736384016,0.0273496399111112,0.9687467937387835,False,False,False
