city,K_sit,n_test,n_boundary,boundary_share,recognition_F1_boundary_before,recognition_F1_boundary_after,delta_F1_boundary,boundary_acc_before,boundary_acc_after,macro_F1_all_before,macro_F1_all_after,do_no_harm_delta,future_pred_delta_F1,future_pred_mcnemar_T_correct,future_pred_mcnemar_time_correct,future_pred_mcnemar_p,future_pred_macro_F1_favors_T,future_pred_mcnemar_favors_T
tokyo_tist,4,59561,8816,0.1480163194036366,0.5316340686301207,0.6483683943346009,0.11673432570448017,0.6969147005444646,0.7933303085299456,0.9339988908130129,0.9578761062407011,0.02387721542768817,-0.08264005645493172,11866,17416,0.0,False,False
