situation,n_requests,LT,KL,Gini,is_sink_LT,is_sink_KL,is_sink_Gini
0,6413,0.0197879307656323,0.0867552263849122,0.9715418250747601,False,False,True
1,7659,0.0447251599425512,0.0716337832835157,0.9630037080810634,False,False,False
2,2254,0.0474933451641526,0.104232593285472,0.9616141110756491,True,False,False
3,27230,0.0300055086301872,0.0107063697892013,0.960571047518,False,False,False
