city,K_sit,n_test,n_boundary,boundary_share,recognition_F1_boundary_before,recognition_F1_boundary_after,delta_F1_boundary,boundary_acc_before,boundary_acc_after,macro_F1_all_before,macro_F1_all_after,do_no_harm_delta,future_pred_delta_F1,future_pred_mcnemar_T_correct,future_pred_mcnemar_time_correct,future_pred_mcnemar_p,future_pred_macro_F1_favors_T,future_pred_mcnemar_favors_T
bangkok,4,43556,10093,0.2317246762788135,0.2625637937419598,0.688462431262743,0.42589863752078316,0.38363222035073813,0.8064995541464381,0.8678070632803294,0.9505659250546346,0.08275886177430514,-0.0874243812312997,5707,10114,0.0,False,False
