city,K_sit,n_test,n_boundary,boundary_share,recognition_F1_boundary_before,recognition_F1_boundary_after,delta_F1_boundary,boundary_acc_before,boundary_acc_after,macro_F1_all_before,macro_F1_all_after,do_no_harm_delta,future_pred_delta_F1,future_pred_mcnemar_T_correct,future_pred_mcnemar_time_correct,future_pred_mcnemar_p,future_pred_macro_F1_favors_T,future_pred_mcnemar_favors_T
saopaulo,8,23821,3727,0.15645858696108475,0.4238956098178447,0.5627336694042333,0.13883805958638862,0.4800107324926214,0.624631070566139,0.9217803201495787,0.9426514983403587,0.020871178190779993,0.06115964262407336,3769,4883,0.0,True,False
