city,K_sit,n_test,n_boundary,boundary_share,recognition_F1_boundary_before,recognition_F1_boundary_after,delta_F1_boundary,boundary_acc_before,boundary_acc_after,macro_F1_all_before,macro_F1_all_after,do_no_harm_delta,future_pred_delta_F1,future_pred_mcnemar_T_correct,future_pred_mcnemar_time_correct,future_pred_mcnemar_p,future_pred_macro_F1_favors_T,future_pred_mcnemar_favors_T
nyc_tist,6,17702,3839,0.2168681504914699,0.3792286132404443,0.5268551881927485,0.14762657495230413,0.43058088043761394,0.5965095076842928,0.8646293296874398,0.8971061034792148,0.03247677379177505,0.06546910795091185,3334,4144,0.0,True,False
