city,K_sit,n_test,n_boundary,boundary_share,recognition_F1_boundary_before,recognition_F1_boundary_after,delta_F1_boundary,boundary_acc_before,boundary_acc_after,macro_F1_all_before,macro_F1_all_after,do_no_harm_delta,future_pred_delta_F1,future_pred_mcnemar_T_correct,future_pred_mcnemar_time_correct,future_pred_mcnemar_p,future_pred_macro_F1_favors_T,future_pred_mcnemar_favors_T
istanbul,8,136220,29081,0.21348553810013213,0.36872345724135636,0.5616554350508296,0.19293197780947324,0.45558956019394103,0.5680684983322444,0.8770396652389498,0.9051665062324159,0.028126840993466073,0.10039146563276406,21137,20307,4.658129381329701e-05,True,True
